id,label,category,hot_technology,in_demand,source,occurrences,occupations
end_to_end_encryption,End-to-end encryption,Transaction security and virus protection software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
endeavour_agile_alm,Endeavour Agile ALM,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
enhanced_interior_gateway_routing_protocol_eigrp,Enhanced Interior Gateway Routing Protocol EIGRP,Switch or router software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
enterprise_integration_eai,Enterprise integration (EAI),Enterprise application integration software,false,true,O*NET Technology Skills 30.2,7,Blockchain Engineers; Computer and Information Systems Managers; Digital Forensics Analysts; Information Security Engineers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers
enterprise_javabeans,Enterprise JavaBeans,Web platform development software,false,false,O*NET Technology Skills 30.2,17,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators; Web Developers; Web and Digital Interface Designers
epic,Epic,Medical software,true,false,O*NET Technology Skills 30.2,12,Business Intelligence Analysts; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Quality Assurance Analysts and Testers; Web Developers
eplusplus_pattern_language,E++ pattern language,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
esri_arcgis,ESRI ArcGIS,Geographic information system,true,false,O*NET Technology Skills 30.2,16,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers
ethereal,Ethereal,Network monitoring software,false,false,O*NET Technology Skills 30.2,4,Computer Network Architects; Computer Network Support Specialists; Information Security Analysts; Network and Computer Systems Administrators
ettercap_ng,Ettercap NG,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
event_driven_state_machines_programming,Event-driven State-machines Programming,Development environment software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
event_log_monitor,Event log monitor,Operating system software,false,false,O*NET Technology Skills 30.2,1,Computer User Support Specialists
evernote,Evernote,Word processing software,false,false,O*NET Technology Skills 30.2,4,Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
experience_in_software_project_kickstart,Experience in Software Project KickStart,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
ext_js,Ext JS,Web platform development software,false,false,O*NET Technology Skills 30.2,13,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Database Administrators; Database Architects; Information Technology Project Managers; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
extensible_hypertext_markup_language_xhtml,Extensible hypertext markup language XHTML,Web platform development software,false,false,O*NET Technology Skills 30.2,17,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators; Web Developers; Web and Digital Interface Designers
extensible_stylesheet_language_transformations_xslt,Extensible stylesheet language transformations XSLT,Web platform development software,false,false,O*NET Technology Skills 30.2,5,Computer and Information Research Scientists; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
extensible_stylesheet_language_xsl,Extensible stylesheet language XSL,Enterprise application integration software,false,false,O*NET Technology Skills 30.2,4,Computer Programmers; Web Administrators; Web Developers; Web and Digital Interface Designers
facebook,Facebook,Web page creation and editing software,true,false,O*NET Technology Skills 30.2,4,Business Intelligence Analysts; Computer User Support Specialists; Information Technology Project Managers; Web Developers
facetime,FaceTime,Video conferencing software,false,false,O*NET Technology Skills 30.2,2,Software Developers; Software Quality Assurance Analysts and Testers
fault_testing,Fault testing,Program testing software,false,false,O*NET Technology Skills 30.2,2,Software Developers; Software Quality Assurance Analysts and Testers
feng_office_collaboration_platform,Feng Office Collaboration Platform,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
figma,Figma,Graphical user interface development software,true,true,O*NET Technology Skills 30.2,3,Software Developers; Web Developers; Web and Digital Interface Designers
file_server,File server,Filesystem software,false,false,O*NET Technology Skills 30.2,3,Computer Network Support Specialists; Software Developers; Software Quality Assurance Analysts and Testers
file_transfer_protocol_ftp,File transfer protocol FTP,Filesystem software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Systems Managers
